,Plant,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,Date
35,WCP,100.0,100.0,100.0,100.0,100.0,95.7,95.325,99.45,96.075,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2020 - 07 - 16
36,VPOWER Palle.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 16
37,VPOWER Galle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 16
38,ALTAQQA-Mahi.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 16
39,ALTAQQA-Pol.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 16
40,VPOWER Hamb.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 16
41,VPOWER Horona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,15.279,24.0,24.0,23.822,23.822,23.822,23.822,23.822,23.822,15.469,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,2020 - 07 - 16
0,WPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.596,38.596,38.596,38.596,38.596,38.596,38.596,38.596,38.596,32.142,32.142,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,30.255,47.172,47.172,47.172,47.172,10.0,10.0,10.0,10.0,10.0,10.0,2020 - 07 - 17
1,Canyon,30.0,12.585,20.252,11.01,30.0,30.0,30.0,30.0,11.01,11.01,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2020 - 07 - 17
2,Olax,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,24.589,26.442,45.442,45.442,45.442,45.442,45.442,45.442,45.442,45.442,45.442,45.442,45.442,45.442,50.176,50.176,50.176,50.176,10.0,10.0,10.0,10.0,26.509,26.509,26.509,26.509,26.509,10.0,10.0,10.0,20.209,20.209,2020 - 07 - 17
3,Nlax,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,19.863,67.491,67.491,67.491,99.314,99.314,99.314,83.628,83.628,83.628,83.628,83.628,83.628,83.628,83.628,83.628,65.137,65.137,19.863,52.654,52.654,27.528,27.528,19.863,19.863,19.863,19.863,19.863,19.863,19.863,2020 - 07 - 17
4,Polp,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,9.4109,15.858,22.826,25.826,6.1039,8.6743,44.499,44.499,44.499,44.499,44.499,44.499,76.677,76.677,76.677,76.677,71.071,65.213,65.213,65.213,78.479,78.479,78.479,78.479,78.479,41.479,6.1039,55.165,55.165,55.165,55.165,55.165,55.165,15.858,15.858,14.174,9.1875,35.908,2020 - 07 - 17
5,Upper Kothmale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.613,58.613,58.613,66.985,43.394,68.985,68.985,68.985,54.254,43.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.332,80.332,81.492,79.403,60.817,60.817,43.394,0.0,0.0,0.0,2020 - 07 - 17
6,Koth,30.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,2020 - 07 - 17
7,Vict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.245,82.855,83.245,67.409,83.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
8,Rand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,50.0,64.878,64.878,93.878,93.878,93.878,93.878,93.878,55.327,93.184,93.184,93.184,93.184,93.184,93.184,43.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
9,Rant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
10,Uku,36.0,35.665,35.665,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
11,Bowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.147,26.147,26.147,26.147,26.147,26.147,21.147,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,36.242,36.242,36.242,36.242,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
12,Sam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.998,99.998,99.998,99.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
13,Kukule,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,69.21,65.82,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,2020 - 07 - 17
14,LVPS 1,270.0,270.0,270.0,262.24,270.0,270.0,270.0,270.0,249.24,259.24,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2020 - 07 - 17
15,LVPS 2,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2020 - 07 - 17
16,LVPS 3,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2020 - 07 - 17
17,KPS(GT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
18,CEB_EMERGENCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
19,KPS(GT7),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
20,Sapu A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2020 - 07 - 17
21,Sapu B,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,49.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,2020 - 07 - 17
22,Asia Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,38.4223,23.5,0.0,0.0,2020 - 07 - 17
23,Barge,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,45.277,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,2020 - 07 - 17
24,ACE Matara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,17.57,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,16.0,0.0,0.0,0.0,2020 - 07 - 17
25,ACE EMBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7967,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,85.67999999999999,43.957499999999996,38.2375,2020 - 07 - 17
26,NORTHERN_Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
27,Uthuru Janani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,13.333,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2020 - 07 - 17
28,KCCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
29,KCCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
30,KCCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
31,KCCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
32,Sojitz CCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
33,WCP,85.0,85.0,77.333,85.0,68.531,59.781,52.906,40.406,64.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,64.0,2020 - 07 - 17
34,WCP,68.281,55.0,36.0,55.0,36.0,36.0,36.0,36.0,36.0,55.0,66.667,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,36.0,2020 - 07 - 17
35,WCP,89.969,82.0,67.0,82.0,61.719,56.469,52.344,44.844,59.0,74.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,2020 - 07 - 17
36,VPOWER Palle.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,23.043,0.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
37,VPOWER Galle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,7.5905,10.0,10.0,10.0,9.8783,9.8783,9.8783,9.8783,9.8783,10.0,10.0,10.0,5.0,7.0,7.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
38,ALTAQQA-Mahi.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
39,ALTAQQA-Pol.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
40,VPOWER Hamb.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
41,VPOWER Horona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8482,2.8482,0.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,2020 - 07 - 17
0,WPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.172,47.172,47.172,24.38,24.38,24.38,24.38,24.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,47.172,47.172,47.172,47.172,47.172,40.01,40.01,10.0,0.0,0.0,10.0,2020 - 07 - 18
1,Canyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.721,27.721,30.0,14.368,14.368,14.368,14.368,30.0,30.0,30.0,30.0,30.0,30.0,30.0,11.01,0.0,0.0,0.0,2020 - 07 - 18
2,Olax,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,16.119,16.119,13.333,21.333,21.333,50.181,35.786,35.786,35.786,35.786,36.949,36.949,36.949,36.949,36.949,36.949,36.949,36.949,36.949,36.949,36.949,21.464,21.464,21.464,12.602,12.602,51.006,51.006,54.0,54.0,42.394,10.0,10.0,10.0,10.0,10.0,2020 - 07 - 18
3,Nlax,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,20.107,44.775,44.775,44.775,44.775,44.775,44.775,54.775,54.775,54.775,54.775,54.775,54.775,68.472,68.472,68.472,68.472,68.472,68.472,68.472,68.472,68.472,100.53,100.53,100.53,61.259,61.259,20.107,20.107,20.107,20.107,20.107,2020 - 07 - 18
4,Polp,12.893,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,6.1039,12.375,33.317,33.317,6.1039,6.1039,23.932,69.704,69.704,69.704,69.704,69.704,69.704,69.704,69.704,51.704,51.704,51.704,51.704,51.704,51.704,51.704,51.704,51.704,34.061,34.061,6.1039,48.941,78.479,78.479,78.479,78.479,78.479,32.026,32.026,15.858,15.858,15.858,2020 - 07 - 18
5,Upper Kothmale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.394,43.394,43.394,43.394,47.232,47.232,43.611,43.611,43.394,43.394,48.873,48.873,48.873,48.873,48.873,48.873,48.873,48.873,43.394,43.394,43.394,0.0,0.0,43.394,43.394,43.394,43.394,0.0,0.0,0.0,2020 - 07 - 18
6,Koth,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
7,Vict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.36,118.46,94.882,91.932,90.382,97.599,90.348,90.348,88.015,119.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
8,Rand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,91.495,91.495,68.504,57.504,76.504,76.504,76.504,76.504,76.504,76.504,51.721,51.721,51.721,43.0,0.0,0.0,0.0,0.0,0.0,0.0,93.878,93.878,93.878,93.878,93.878,43.0,43.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
9,Rant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
10,Uku,36.0,23.33,20.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
11,Bowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,33.406,33.406,33.406,33.406,33.406,0.0,0.0,0.0,36.242,36.242,36.242,36.242,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
12,Sam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.998,99.998,99.998,99.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020 - 07 - 18
13,Kukule,0.0,51.783,51.783,48.378,0.0,0.0,0.0,0.0,0.0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0.0,0.0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0.0,51.783,51.783,51.783,51.783,0.0,0.0,51.699,51.699,51.699,51.783,0.0,0.0,0.0,0.0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,2020 - 07 - 18
14,LVPS 1,270.0,270.0,265.01,245.41,270.0,270.0,270.0,265.79,261.79,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2020 - 07 - 18
